270000,4.80256,flower
270000,4.79437,flower
270000,5.15277,flower
270000,4.79408,flower
270000,5.13126,flower
270000,4.79437,flower
270000,4.77696,flower
270000,5.13024,flower
270000,4.80032,flower
270000,4.78822,flower
270000,4.7912,flower
270000,4.78003,flower
270000,4.7872,flower
270000,4.77389,flower
270000,4.77597,flower
270000,4.76976,flower
270000,4.78099,flower
270000,4.79334,flower
270000,4.80563,flower
270000,4.77696,flower
307200,6.21158,sponge
307200,6.22694,sponge
307200,6.2464,sponge
307200,6.21158,sponge
307200,6.16422,sponge
307200,6.1993,sponge
307200,6.17894,sponge
307200,6.20931,sponge
307200,6.21261,sponge
307200,6.24845,sponge
307200,6.23811,sponge
307200,6.20442,sponge
307200,6.18586,sponge
307200,6.1953,sponge
307200,6.15834,sponge
307200,6.19414,sponge
307200,6.20029,sponge
307200,6.22669,sponge
307200,6.2167,sponge
307200,6.21158,sponge
270000,7.67181,person
270000,7.69843,person
270000,7.71456,person
270000,7.67978,person
270000,7.61754,person
270000,7.64416,person
270000,7.64605,person
270000,7.61958,person
270000,7.67078,person
270000,7.68102,person
270000,7.70662,person
270000,7.6585,person
270000,7.63699,person
270000,7.63904,person
270000,7.64179,person
270000,7.63392,person
270000,7.66147,person
270000,7.70646,person
270000,7.72096,person
270000,7.63392,person
